index	key_guid	english	japanese	korean
718	E599AEAE43705DC7682B2B9ED6A56BBC	Medium	ミドル	중간
719	31F5122842A1AABF93D14682C08A8283	Melancholy.	物悲しい。	애처롭다.
720	587C0B024F1F3BE2F08A1A9B26FC49AB	Merely a flimsy ward against the darkness they sent you into. 	連中に追いやられた暗闇を思えバ、あまりに頼りない護符のようなモノ。 	그들이 너를 몰아넣은 어둠을 생각하면, 너무나도 미덥지 못한 부적 같은 것. 
721	1AB56DE6457D5CF42B5D21B9643C9703	Message 127	メッセージ 127	메시지 127
722	057AD6FB491FD5841CB66DAAC32EB083	Message 128	メッセージ 128	메시지 128
723	37FD649B4C702CFD43E7C2A3600348B5	Message 129	メッセージ 129	메시지 129
724	013A38C748CFAF8D9A1D85AF09AC330C	Message 130	メッセージ 130	메시지 130
725	E98654BC407A352A50AA0C866D28CF5D	Message 131	メッセージ 131	메시지 131
726	372BE7874F733A897B0EB99F0D00F86B	Mission Goals \r\n- Keep drilling until target depth is reached (8759m)\r\n- Locate signal source\r\n- Find out what happened to previous expedition\r\nFor Tomorrow\r\n\r\nSomething wrong with vent? \r\nTell Bohdan!	任務目標\r\n - 目標深度到達まで掘削（ 8759m ）\r\n - 信号源を特定\r\n - 前探査隊に何が起きたか調査\r\n 明日が為に\r\n \r\n 通気口に異常あり？\r\n ボーダンに伝える！	임무 목표\r\n - 목표 심도 도달까지 굴착( 8759m )\r\n - 신호원을 특정\r\n - 전 탐사대에 무슨 일이 일어났는지 조사\r\n 내일을 위하여\r\n \r\n 통기구에 이상이 있는가?\r\n 보단에게 전할 것!
727	2B9DCC34487B2A0246A336A4EBB62981	Mole.	モール	두더지.
728	714C624C47FEC3FF958C1B8B2F8ADF16	Mom.	ママ。	엄마.
729	BC2C71694CB2FA541E686185497A4F95	Monsters.	怪物。	괴물.
730	0D9605AE4717B40AF5D1078FEA450038	Most report hearing voices of parents, siblings, or old friends.	親や兄弟 旧友などの声が 聞こえるようになるらしい	부모나 형제, 옛 친구 등의 목소리가 들리게 된다고 한다.
731	EFB404134C53C4DCE7BF43BB3CC5AD84	Mouse sensitivity	カメラ感度	카메라 감도
732	3A78A18942E08DC1381B2883000AE49F	Move	移動	이동
733	3951C23640804468E96582913B14B588	Move - WASD	移動 - WASD	이동 - WASD
734	F47C43A54D10AB281950C4B8576D55DF	Move the M-12 Vessel.	M-12号艇を動かす。	M-12호 굴착기를 움직여라.
735	D88CFC3845C81B2B16370FB9199ABDE7	Movement	ドウサ	동작
736	EB63EC3C470725C0769D848B946738B6	Music volume.........	ＢＧＭ・・・・・・・・・	BGM·········
737	45F21E1E4282972FA10D4DB0A5023ABE	My dear friend,\r\nLet me tell you something I think would surprise you. Ever since \r\nI was first exposed to the Signal I've been hearing your voice again.\r\n\r\nThis is a strange and wonderful thing in itself, but the things you reveal \r\nto me about the Signal are stranger and more wonderful still.\r\n\r\nYou told me to interpret the frequency as brain waves.\r\n\r\nIt's not fickle or random, but an expression of something \r\nalmost like a mind - only one more vast and complex than \r\nanything we've ever encountered before.\r\n\r\nYou also told me that the Signal can be trapped.\r\n\r\nHrytsenium seems to stabilize the Signal when it passes \r\nthrough the crystal structure. Like a beam of light suspended by \r\na prism. \r\n\r\nThe two things are clearly linked, that much I can figure out \r\neven without you.\r\n\r\nNow there is talk about aborting the mission, and I feel like \r\nI may be the only one who realizes how close we are to uncovering \r\nsomething truly momentous.\r\n\r\nI so very much miss the correspondence we had. \r\nI know you would have understood.\r\n\r\nYours truly,\r\nYosep Hrytsenko	親愛なる友へ\r\nひとつ、君を驚かせる話をさせてくれ。\r\n信号をさらされてからというもの、また君の声が聞こえるようになった。\r\n\r\nそれだけでも奇妙で、素晴らしい出来事だが、それ以上に面白いのは\r\n君が信号について明かしてくれることだ。\r\n\r\n君は、あの周波数を「脳波」として解釈すべきだと言った。\r\n\r\nあれは無作為なノイズではなく、「精神」のようなものだと。\r\n人類がこれまでに知るどんな存在よりも巨大な意思だと。\r\n\r\nさらに君は、信号は捕捉できるものだとも教えてくれた。\r\n\r\nフリツェニウムは、結晶内を通過する信号を安定化させるらしい。\r\nまるで、光をプリズムへ閉じ込めるように。\r\n\r\n信号とフリツェニウム、これらに関係性があるのは明らかだ。\r\nそれくらい私にだって分かる。\r\n\r\n今では任務中止の話まで出ているが、\r\n我々が歴史的発見の目前にいることを理解しているのは\r\n私だけかもしれない。\r\n\r\n君とのやり取りがひどく恋しいよ。\r\n君なら分かってくれただろうに。\r\n\r\nヨセフ・フリツェンコ	친애하는 벗에게\r\n하나, 자네를 놀라게 할 이야기를 들려주겠네.\r\n신호에 노출된 뒤로, 다시 자네의 목소리가 들리게 되었어.\r\n\r\n그것만으로도 기묘하고 멋진 일이지만, 그보다 더 흥미로운 것은\r\n자네가 신호에 대해 밝혀 주는 것들이라네.\r\n\r\n자네는, 그 주파수를 「뇌파」로 해석해야 한다고 했지.\r\n\r\n그것은 무작위한 잡음이 아니라, 「정신」 같은 무언가라고.\r\n인류가 지금껏 알아 온 그 어떤 존재보다도 거대한 의지라고.\r\n\r\n게다가 자네는, 신호는 포획할 수 있는 것이라고도 일러 주었어.\r\n\r\n흐리체니움은, 결정 내부를 통과하는 신호를 안정화시키는 모양이야.\r\n마치, 빛을 프리즘에 가두듯이 말이지.\r\n\r\n신호와 흐리체니움, 이 둘에 관계가 있는 것은 분명해.\r\n그 정도는 나도 알 수 있다네.\r\n\r\n지금은 임무 중지 이야기까지 나오고 있지만,\r\n우리가 역사적 발견을 목전에 두고 있음을 이해하는 것은\r\n나뿐인지도 모르겠어.\r\n\r\n자네와의 교류가 몹시도 그립네.\r\n자네라면 이해해 주었을 텐데.\r\n\r\n요세프 흐리첸코
738	47A3130B49FF8A117FDD57BA4444EF4A	NAVIGATION LOCKED	航行ロック中	항해 잠금 중
739	45D28A6C446D4FA787E1E3B6588B0F4B	NEURAL STIMUALTOR	神経刺激器	신경 자극기
740	AFA286C14E1D94220FE1BDABB7B34902	NEURAL STIMULATION	神経刺激	신경 자극
741	EA2B2FE7419B719CDB67CF83800324A1	NO ACTIVE WAYPOINT IS SET\r\n\r\nRETRIEVE WAYPOINT DATA FROM THE LABORATORY	有 効 な 航 路 点 が 未 設 定\r\n \r\n研 究 室 か ら 航 路 点 デ ー タ を 取 得 し て く だ さ い	유 효 한 항 로 점 이 미 설 정\r\n \r\n연 구 실 에 서 항 로 점 데 이 터 를 가 져 와 주 십 시 오
742	0C4929C04EC05769BCD30BBF41566B1B	NO CASSETTE FOUND	カセットなし	카세트 없음
743	0057C1E24ABF852965ACAC966FA2D6A6	NO DATA\r\nENCODED	データ\r なし	데이터\r 없음
744	8AC76E624D0AED6E7A6EF4A935EF6584	NO DATA ENCODED	データ未書き込み	데이터 미기록
745	8C281039467A7764026E24BAD6E7EFB0	NO DATA ENCODED\r\n\r\nINSERT A NEURAL CASSETTE\r\nWITH A GEO LAB RECORDING	データ未書き込み\r \r 地質研究の記録入り\r 神経カセットを挿入	데이터 미기록\r \r 지질 연구 기록이 담긴\r 신경 카세트를 삽입
746	ABED3F31451A247BEB3C189E07692EF0	NO INSERTED CASSETTE	カ セ ッ ト な し	카 세 트 없 음
747	12EA30EE4BA99DA739E323874E7E24C0	NO INTERVENTION REQUIRED	追加操作は不要	추가 조작 불필요
748	AE42EFB5406AD8AA6DCCAD8951EB9081	NO MEASURING INSTRUMENTS ON	作動中の測定機器なし	작동 중인 측정 기기 없음
749	B5988A24429A08D07023CFBF46CF63AD	NO NAVIGATION\r\nCASSETTE FOUND	航行カセット\r なし	항해 카세트\r 없음
750	E7CF658C46CB412186EE97BDC1297EF1	NO NEW ORDERS	新規の指令なし	신규 지령 없음
751	91F0D9CA48BE0835E9300CADD2170EBB	NO WAYPOINT DATA	航路点データなし	항로점 데이터 없음
752	DE9070EC4A88C514CD5418B076DAEEB5	NO WAYPOINT DATA NOT FOUND\r\n\r\nINSERT A NEURAL CASSETTE\r\nWITH A LABORATORY RECORDING	航路点データなし\r \r 研究室の記録入り\r 神経カセットを挿入	항로점 데이터 없음\r \r 연구실 기록이 담긴\r 신경 카세트를 삽입
753	46A1DA81483F5F737CE500A2163B12EE	NOT DEAD YET	くたばっちゃいない	아직 안 뒈졌다
754	E30A6A554BB7192FB9DE228A43F77435	NOT ENGAGED	無効	무효
755	3DA6F3454A61CF7F5ED37F9BBF169C45	NOT READABLE	読み取り不可	읽을 수 없음
756	B5CD0977456ED0123F6230BCBF52EE8F	NOT READY	準備未完了	준비 미완료
757	814125B64D2207722DB5ABAE71AEAE2B	Nav Cassette	航行カセット	항해 카세트
758	204011A74A4F09CB96A6DC8641B13792	Navigating through the layers below you is far too precise for our instruments. We can't risk another Matryoshka incident.	これより下の層を進むには、現行の計測システムの精度では対応不可。マトリョーシカ事件を繰り返すわけにはいかない。	이보다 아래 층으로 나아가려면, 현행 계측 시스템의 정밀도로는 대응 불가. 마트료시카 사건을 되풀이할 수는 없다.
759	2B8DF5414969162439AD9DA77910DDEB	Navigator\r\nViktor Kaminskyi	地航行士\r ビクトル・カミンスキー	항해사\r 빅토르 카민스키
760	68B9732549A6797416D74081922E8D13	Navigator.	地航行士。	항해사.
761	17C601E84E24C1C346620992DA0B53B6	Need room to be dark.	カセットがすぐに壊れる。	카세트가 금방 망가진다.
762	4891467145CDE552D04E189AC434C365	Negative. We believe he was the first one Kaminskyi killed.	いえ 彼がカミンスキーによる最初の犠牲者と見ています	아니 그가 카민스키의 첫 번째 희생자라고 보고 있다
763	037940A547932DCB966B0E8F5BD4C718	Neural Cassette	神経カセット	신경 카세트
764	61F91BC74BB6FC1318875F87FB887B19	Neuron Frequency: \r\nMemory Classification: \r\nPrimary Emotion: 	ニューロン周波数：\r 記憶分類：\r 感情コア：	뉴런 주파수：\r 기억 분류：\r 감정 코어：
765	58169BFD4EEED199FFFDE5AE15095F3D	No	いいえ	아니오
766	3C975A91410C60764FB302AAA5A070A7	No Tomorrow Without Sacrifice	犠牲なくして 明日はない	희생 없이는 내일은 없다
767	E8DFFF2F4E4ADE456F5B15B9342F71FB	No account is registered under that ID. Please try again.	そちらの ID は登録されていません 再入力してください	해당 ID는 등록되어 있지 않습니다 다시 입력해 주십시오
768	29EC2210471DF0979376B9BC0BBAE473	No one is coming.	誰も来やしないゾ	아무도 오지 않는다고
769	1D92E5AC4F080103579E15939FEAF1E6	No wonder you were broken.	コワれるのも 無理はナイ	망가질 만도 하지
770	02213B4C45D2CEB2400C358C09024E6D	Nothing lies between us now.	もう我々を妨げるものはナイ	이제 우리를 가로막을 건 아무것도 없어
771	1355F74C4316578C3E4CC6AC6AB9CEA0	November 1982	1982年11月	1982년 11월
772	0F3C3246468EA48C54110481F216AEDF	Now for the bad news.	でも、悪い知らせがある。	하지만, 나쁜 소식이 있다.
773	59ED25D548F16251A1A0859E6D947468	Now you are close. Very close.	見事にやってのけたナ	멋지게 해냈군
774	5E2A59424943603DE0DDA8A6553ED581	Now you have to hurry.	目標はもう すぐそこダ	목표는 이제 바로 코앞이다
775	85B39C21459E2528115294A08031C281	Now, for the M-12 vessel... This is where things get truly weird.	次はM-12号艇ですが……ここからが本当の異常事態です	다음은 M-12호 굴착기인데…… 여기서부터가 진짜 이상 사태입니다
776	CD20EBCE46EF9A48295F09A9BBAE51FB	O2 LEVEL	O2 濃度	O2 농도
777	68F552A644E3296813E142BBEE55DDDA	O2 SAT:\r\n0%	酸素飽和：\r 0%	산소 포화도:\r 0%
778	4D4B606B479EEDE2CB0EEDBA59076031	O2 SAT:\r\n89%	酸素飽和：\r 89%	산소 포화도:\r 89%
779	C5CC7B44445A41E1A666AAAF553CE809	OFF	オフ	오프
780	A4E8E22D4E98FC05A950C2859A842435	OFFICE	オフィス	사무실
781	187772044A7787FDF910148E3345FAF9	OK	正常	정상
782	DD8AC6184D16251F69E1BABD8E736279	OK	問題なし	문제 없음
783	400D6E4D4FD9F05EB5C548BF0A6AF84E	ON	オン	온
784	9043B5774EDBB40A176FBDB55816913D	ON TRACK	進路復帰	진로 복귀
785	241E18DB48D9F6D40237CBA9215099C7	ONE LAST TIME	これが最後	이번이 마지막
786	89060D7040944FE1318FA184F9A31300	OPERATIONAL	稼働可能	가동 가능
787	169BE2BD41541836434A3DB5C76AD54D	OPTIONS	設定	설정
788	56FB4328466912876FE2AD95022DC1CE	ORDER INSCRIBED	指令 書込済み	지령 기록 완료
789	5E9626A14370F73394E6828635FA5829	OUTDATED	要更新	갱신 필요
790	C66534E14865BDC5EB364D8B676C2A3E	OVERWRITING...	上書き中…	덮어쓰는 중…
791	C337945A45F8C2B2B7E035B5C193065C	October 1980	1980年10月	1980년 10월
792	56BED3CC4470FF44DDD81DBC4E4FD948	Of course it’s you. 	お前に決まってるよな	역시 너로구나
793	5014DBA5468FAC596941C9B1DE15C68A	Of course we both know the truth is a bit more complicated than that.	もちろん 真実はそんな簡単に片付けられるものじゃないが	물론 진실이란 그리 간단히 정리될 수 있는 것이 아니지만
794	836BA35E44ECC9A26FCD38ABE3C47311	Offer of Enlistment\r\n\r\nIssued: 03/09 1982\r\nRecipient: Viktor Kaminskyi\r\nYear of birth: 1939\r\nResidence: Zavodskaya Ulitsa 39b\r\n\r\nViktor,\r\nI have spoken to the Committee again.\r\nThey are prepared to pay off your debts in full, \r\nand they will pull some strings so that you can be \r\nreinstated as a citizen again.\r\n\r\nThey are still sceptical, but I believe they know \r\nas well as I that you are the best Navigator still alive.\r\n\r\nThis might be the last chance I'm able to give you.\r\nI know you will make me proud.\r\n\r\n\r\n\r\nSigned: Director of Initiatives,\r\nStepan Adamenko\r\nStrata Drilling & Exploration division\r\n	入隊要請\r\n \r\n 発行日：1982/09/03\r\n 宛先：ビクトル・カミンスキー\r\n 生年：1939 年\r\n 住所：ザヴォツカヤ通り 39b\r\n \r\n ビクトルへ\r\n 委員会とは再度話をつけた。\r\n 君の負債はすべて清算されるほか、\r\n 市民としての地位も回復される見込みだ。\r\n \r\n 連中はまだ慎重になっているが、\r\n 君が現存する中で最高の地航行士であることは、\r\n 誰もが認めているはずだ。\r\n \r\n これは私が用意できる最後のチャンスかもしれない。\r\n 君には期待しているぞ。\r\n \r\n \r\n \r\n ストラータ掘削・探査部門\r\n 施策統括責任者\r\n ステパン・アダメンコより\r\n	입대 요청\r\n \r\n 발행일: 1982/09/03\r\n 수신: 빅토르 카민스키\r\n 출생 연도: 1939년\r\n 주소: 자보츠카야 거리 39b\r\n \r\n 빅토르에게\r\n 위원회와 다시 이야기를 매듭지었다.\r\n 자네의 부채는 모두 청산되는 것은 물론,\r\n 시민으로서의 지위도 회복될 전망이다.\r\n \r\n 그자들은 아직 신중하지만,\r\n 자네가 현존하는 최고의 항해사라는 것은,\r\n 누구나 인정하고 있을 것이다.\r\n \r\n 이것은 내가 마련할 수 있는 마지막 기회일지도 모른다.\r\n 자네에게 기대하고 있겠네.\r\n \r\n \r\n \r\n 스트라타 굴착·탐사 부문\r\n 시책 총괄 책임자\r\n 스테판 아다멘코로부터\r\n
795	1833ED0B465EFCCBB6DAADB090C0EA7C	Offer of Enlistment\r\n\r\nIssued: 16/12/1978\r\nRecipient: Viktor Kaminskyi\r\nYear of birth: 1939\r\nResidence: Prospekt Mira 18\r\n\r\nViktor,\r\nYour rejection of our offer saddens me. \r\nThis mission will be one of a kind, a true revival\r\nof the good old days, if you'll forgive my sentimentality. \r\n\r\nStill, I want you to know that I understand your decision.\r\nI know your father and you never saw eye to eye.\r\nAnd now you are a father yourself.\r\nIt's a heavy burden to bear,\r\nbut I'm certain you will handle it with the same care,\r\ntenderness, and unfailing effort that you seem to \r\ngive to everything in your life.\r\n\r\nI'm proud of you.\r\n\r\nSigned: \r\nStepan Adamenko\r\nMission Administration,\r\nStrata Drilling & Exploration Division	入隊要請\r\n \r\n発行日：1978/12/16\r\n宛先：ビクトル・カミンスキー\r\n生年：1939 年\r\n住所：ミーラ大通り 18\r\n \r\nビクトルへ\r\n今回の申し出を断られたのは残念だ。この任務は\r\n唯一無二のものになる。懐古主義的かもしれないが\r\nあの古き良き時代の再来と言っていいだろう。\r\n \r\nとはいえ、君の決断は尊重しよう。\r\n君が父親と折り合いが悪かったことも知っている。\r\n今は君も父親だ。その責任の重さは想像に難くない。\r\nだが君ならこれまでと同じく誠実かつ丁寧に、\r\nそして努力を惜しまず向き合うだろう。\r\n \r\n君を誇りに思うよ。\r\n \r\nストラータ掘削・探査部門\r\n施策統括責任者\r\nステパン・アダメンコより\r\n\r\n	입대 요청\r\n \r\n발행일: 1978/12/16\r\n수신: 빅토르 카민스키\r\n출생 연도: 1939년\r\n주소: 미라 대로 18\r\n \r\n빅토르에게\r\n이번 제안을 거절당한 것은 유감이다. 이 임무는\r\n유일무이한 것이 될 것이다. 회고주의적일지도 모르지만\r\n그 옛 좋은 시절의 재림이라 해도 좋을 것이다.\r\n \r\n그렇지만, 자네의 결단은 존중하겠다.\r\n자네가 아버지와 사이가 좋지 않았던 것도 알고 있다.\r\n이제는 자네도 아버지다. 그 책임의 무게는 상상하기 어렵지 않다.\r\n하지만 자네라면 지금까지와 같이 성실하고 정중하게,\r\n그리고 노력을 아끼지 않으며 마주할 것이다.\r\n \r\n자네가 자랑스럽다.\r\n \r\n스트라타 굴착·탐사 부문\r\n시책 총괄 책임자\r\n스테판 아다멘코로부터\r\n\r\n
796	8F96460C4176E8E67A0705934B4D06F6	Oh Saints... Stepan. 	ああ なんてこと……ステパン	아 이런…… 스테판
797	26018A6C4654937C838815B6B2F64F8C	Oh, Viktor.	……ビクトルよ	……빅토르여
798	D7EAEFAD4B48DB5374C93E9A30C706D6	Oh, how long I too had waited. 	この私も 長く待ってイタ	이 몸도 오랫동안 기다렸다
799	2BE3D19D4EDE67679B8E5C9C8A44A809	One last time.	これが最後ダ	이것이 마지막이다
800	0F97DC93466F8ACB12212DA9CD24F77B	Open your eyes, Navigator.\r\n\r\nThe Mole is blind without you.	目を開けヨ 地航行士\r \r 君の目こそ モールの目	눈을 떠라 항해사\r \r 네 눈이야말로 두더지의 눈
801	C762209E43A9CDC2372EACACD5D90E7F	Options	セッテイ	설정
802	822A3E4941A3BD8DD1C9CFAB86D0FC3C	Or I'll put a screwdriver through your skull.	脳天にドライバーぶち込んでやらあ	정수리에 드라이버를 박아 주마
803	4BCFB6154CD78C4062119E8C99D6C57B	Or Saints help me, there will be consequences if you actually make it back to the surface.	でなければ、帰還できたとしても相応の処分を覚悟なさい。	그러지 않으면, 귀환한다 해도 그에 합당한 처분을 각오해.
804	D6B6964F424CA804FBA9F49E257B9E3D	Orange Cassette	オレンジ色のカセット	주황색 카세트
805	2412BF3D43AF09399D0DBC827842B560	Otherwise you'll be boiled alive in a few hours.	でなければ、数時間後には蒸し焼きになるわ。	그러지 않으면, 몇 시간 뒤엔 쪄 죽고 말 거야.
806	0F3F65AF4CC804B5B6F43CAB0C4B201B	Otherwise you'll be digging blindly. 	でなければ、闇雲に掘り進めることになる。	그러지 않으면, 무작정 굴착해 나가게 될 거야.
807	3EB5FF9144E4BFE945716198246A0EF1	Our records indicate that the payment has not yet been finalized and requires your registration consent.	記録上 お支払いはまだ確定しておらず ご登録への同意が必要です	기록상 결제가 아직 확정되지 않았으며 등록에 대한 동의가 필요합니다
808	3DF72B544CEBAD781F4855B76CEA5813	Our systems have lost track of the Signal again. 	システムがまた例の信号を見失った。	시스템이 또 그 신호를 놓쳤다.
809	6AFC81984F1EAC1C5100BFBDECA10C91	Overheated	過熱	과열
810	9117D805429FF5C7724E758DD921DBA5	Petro Kaminskyi\r\n1974 - 1980	P.カミンスキー\r\n1974 - 1980	P.카민스키\r\n1974 - 1980
811	75A7D42040EC1F72B823C3807AB806E2	PASSWORD	パスワード:	비밀번호:
812	52157D7F4EEF09B4482AC7A1588A2793	PLACE THE PRIMER OVER THE TUBE AND COCK IT	信管を土雷管へ装着し、起爆準備を行ってください	신관을 어뢰관에 장착하고, 기폭 준비를 해 주십시오
813	CE8E685645B722E4D90AC983D9741523	PLAY	プレイ	플레이
814	65E657B24820AD0FC9455A9F6D788C10	PLEASE INSERT A CASSETTE...	カセットを挿入してください...	카세트를 삽입해 주십시오...
815	0B61F55645DE46FA044A53AAAB32454C	PM 6:52	午後 6:52	오후 6:52
816	195692C346276519C4FC4283E7EEB8F9	PM 7:01	午後 7:01	오후 7:01
817	5FFBA2EC439D3B7C0880C1A4884A2552	PM 7:32	午後 7:32	오후 7:32
818	13F3F826449C2208521F40AC61FFE25F	PM 8:44	午後 8:44	오후 8:44
819	E49B69EB48DF1E86A2F86CA65C44BB83	POINT BLANK	至近撃	근접 사격
820	9A93E81F4892DB18D78E07BF336BE590	POWER FAILURE DETECTED\r\n\r\nRESTORE POWER AT THE FUSEBOX \r\nLOCATED IN THE RECREATION ROOM	電 力 障 害 を 検 出\r\n \r\n娯 楽 室 の ヒ ュ ー ズ ボ ッ ク ス に て\r\n電 力 を 復 旧 し て く だ さ い	전 력 장 애 를 감 지\r\n \r\n오 락 실 의 퓨 즈 박 스 에 서\r\n전 력 을 복 구 해 주 십 시 오
821	3B8A484945EC7F6BA6A500A9A23F46D9	PRESS THE BUTTON TO\r\nINSCRIBE A MESSAGE	ボタンを押して\r 指令を書き込み	버튼을 눌러\r 지령을 기록
822	3CF3F6844AB3FDCA956041B1825F31A7	PRESS [ENTER] TO COMMIT	[ENTER] で実行	[ENTER]로 실행
823	9A4B24C548650AC6EC12418DBD7024F5	PRIMER.................ENGAGED	信管.................有効	신관.................유효
824	6DFFC52E47573C5E629826A692FC63F6	PRIMER:	信管：	신관:
825	722B28254EC3FA98BDCA1598F9B8AED7	PRIMER: NOT ENGAGED	信管：無効	신관: 비활성
826	2D2ADD6B4B0547E6F1E53AA02CC110E2	PROCESSING COMPLETE	実行完了	실행 완료
827	3DFF685042237CAE57198ABD1FAD5F22	PROCESSING...	処理中…	처리 중…
828	C41D5FC9436521716904DDA0BD5190AF	PUBLISHED by \r\n	PUBLISHED by \r	PUBLISHED by \r
829	66D659884CE69424AF50138009C25FCD	PULL	引く	당기기
830	98943F344193F7D46FABEEB7A94D969F	PULL  LEVER\r\nTO RECORD	レバーを引いて\r\n記録	레버를 당겨\r\n기록
831	61633B3341FA8E406C8FE48E3D11B948	PULL HANDLE TO THE RIGHT\r\nINPUT COORDINATES\r\n	操縦桿を右へ引き\r 座標を入力\r	조종간을 오른쪽으로 당겨\r 좌표를 입력\r
832	0BE170BA4734787811D5A487800FF2CB	PURPOSE	目的意識	목적의식
833	41756A0E4361F51774A340932B115BC9	Panic.	パニック。	패닉.
834	8542A44F45CEA0F05B3059897F6E00FB	Part	ページ	페이지
835	0A3238964B7BFAECD52362AFFB3D1D53	Patient Vitals Status	患者の生命徴候	환자 생명 징후
836	C7134716488CFF9B51EB2D9AC069D651	Payment has not been confirmed. Did you know that payment plan options are available?	お支払いは完了しておりません 分割支払いプランをご利用いただけます	결제가 완료되지 않았습니다 분할 결제 플랜을 이용하실 수 있습니다
837	74F6FE6247CCE09E4EA4E2A32E86910C	People they have lost.	いずれも 故人だ	하나같이 고인이다
838	A52669AD4B429751D015F5A3EDA750DD	Perhaps I've been too informal during these messages. 	……これまでの態度が甘かったようね。	……지금까지 내 태도가 너무 무른 모양이군.
839	5F1A3B144F121A2037829CBC39D5DAE2	Petro has already waited long enough.	ペトロは もう十分に待ったダロウ	페트로는 이미 충분히 기다리지 않았는가
840	8B55C9894642B390FCF3A28D3904E3EE	Petro is still with you on your vessel.	ペトロは まだ艇内の中で共にイル	페트로는 아직 굴착기 안에서 함께 있다
841	3F097AEF4040A7A70B9328A3814ADF23	Playing Recording...	記録を再生中…	기록 재생 중…
842	EFF91DC74BE35F1C8A6278AF6E99F7AE	Please be safe down there. \r\n\r\nThis is the last time.\r\nYou promised.	どうか無事でいてね。\r\n \r\n今回が最後の任務。\r\nそう言ってくれたでしょ。	부디 무사히 있어 줘.\r\n \r\n이번이 마지막 임무.\r\n그렇게 말해 줬잖아.
843	5116C3754E206A152143DF9CB9B4122D	Please enter the cassette identification number associated with this name, then press #.	この名義に登録されているカセット識別番号を入力し # を押してください	이 명의로 등록된 카세트 식별 번호를 입력하고 #을 눌러 주십시오
844	2199600542511FE394F6DB9E55FB9096	Please enter the date of this memory in DDMMYY format,\r\nthen press #.	該当記憶の日付を「日・月・年」形式で入力し\r # を押してください	해당 기억의 날짜를 「일・월・년」 형식으로 입력하고\r # 을 눌러 주십시오
845	4246D5E44E5A8AF87123258E97FD89E9	Please enter the hospital identification number where the person is currently located, then press #.	対象者がいる病院の識別番号を入力し # を押してください	대상자가 있는 병원의 식별 번호를 입력하고 #을 눌러 주십시오
846	DA65AB814CF25CB282D378B9EFD4DA43	Please state the nature of your emergency, as well as your drilling vessel's...-	緊急事態の内容と あなたの掘削艇の……	긴급 사태의 내용과 당신의 굴착기의……
847	8D4E56EC451F51D04D81BCB7B4CE2887	Poor bastards...	嫌な想定ね……	불길한 가정이군……
848	637C01F3406449350D3D3EA93E0FB663	Post-procedure documentation will be finalized automatically.	処置後の手続きは自動的に完了します	처치 후의 절차는 자동으로 완료됩니다
849	D6D6FE494FAEF1A75E965CA58F6004C1	Preservation is not an act of denial, it is an act of care.	保存とは 否認ではなく 思いやりの行為です	보존이란 부정이 아니라 배려의 행위입니다
850	38F15F824E1E098CD0E9B2AFB8A1F5D8	Press and hold the red glowing charge button until the  indicator light turns solid green.	表示灯が緑色になるまで\r\n赤く光る通電ボタンを押し続ける。	표시등이 녹색이 될 때까지\r\n붉게 빛나는 통전 버튼을 계속 누른다.
851	72538AC0496CB7AF1BCFF4BD05898394	Pressure	圧力制御	압력 제어
852	4F17718A47DAA153B024A78E3141DD9B	Pride.	誇り。	긍지.
853	4D2BDB474E7D36DDE5AF8BA53B1E166F	Programming and Writing \r\nby	Programming and Writing by	Programming and Writing by
854	62D698A74A9AAD5581E57289B32E33B0	Progress	進行度	진행도
855	1EE8E32D4DEACF862AB61D8E3914C9FE	Project Manager\r\n	Project Manager\r	Project Manager\r
856	216C2948407B299D6FBB65B71BD10224	Property of Orbis Systems. Unauthorized operation is punishable by law.	オルビスシステムズ社の所有物。無断操作は法律に基づく処罰対象。	오르비스 시스템즈 사의 소유물. 무단 조작은 법률에 따른 처벌 대상.
857	554630A34587F6F9963F8090D9B22C25	Psalm 139:8  \r\nIf I ascend to heaven, \r\nyou are there; \r\n\r\nif I make my bed in Sheol, \r\nyou are there.	『詩編 』139 篇 8 節\r\nわたしが天に登ろうとも\r\nあなたはそこにおられ、\r\n \r\n陰府に床を設けても\r\nあなたはそこにおられます。	『시편』 139 편 8 절\r\n내가 하늘에 오를지라도\r\n당신은 거기 계시며,\r\n \r\n스올에 자리를 펼지라도\r\n당신은 거기 계시나이다.
858	B1B8736F4DD649F801A1A983B148748B	Pull down the breaker lever with a firm motion.	遮断レバーは、力強く確実に下げること。	차단 레버는, 힘차고 확실하게 내릴 것.
859	F3FF662E4B3DB5DA87DE79B66E869CBC	Purple Cassette	紫色のカセット	보라색 카세트
860	821D0E764941306F2A7BD892D5811D9B	Pushing,	転送中	전송 중
861	4FAD03D946E35E7AE500AB9F6792629D	QUIT	終了	종료
862	1E52D67442C161C2FA8071B48E62C241	Quality	ヒンシツ	품질
863	F519057949EF7BDD674CB7A8588127ED	Quality............	ヒンシツ・・・・・・・・	품질・・・・・・・・
864	1078A1A24391F33049EBD2B6AFBF347F	R ENGINE:	右機関：	우측 엔진:
865	B508ECF8429A81E1BB5237BF3E29D6A7	RATIONAL THOUGHT	論理思考	논리적 사고
866	27B48E6545279C405F689BBE6579340E	RE: Concerns	RE: 懸念事項	RE: 우려 사항
867	AFB1976C4174E778CFA2839775BB240C	READABLE DATA	読 取 可 能 デ ー タ	판 독 가 능 데 이 터
